movieCd,image,link,userRating
20189462,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158620_P19_101107.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158620,8.51
20177308,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164106_P16_135532.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164106,7.36
20188661,https://ssl.pstatic.net/imgmovie/mdi/mit110/1708/170824_P15_182407.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170824,7.53
20172204,https://ssl.pstatic.net/imgmovie/mdi/mit110/1629/162981_P72_153440.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=162981,7.06
20167903,https://ssl.pstatic.net/imgmovie/mdi/mit110/1521/152156_P76_134247.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152156,6.63
20189262,https://ssl.pstatic.net/imgmovie/mdi/mit110/1680/168049_P02_145901.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=168049,6.67
20185046,https://ssl.pstatic.net/imgmovie/mdi/mit110/1724/172425_P04_130843.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172425,8.92
20188304,https://ssl.pstatic.net/imgmovie/mdi/mit110/1704/170496_P19_142149.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=170496,8.84
20189268,https://ssl.pstatic.net/imgmovie/mdi/mit110/1782/178214_P10_102058.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178214,8.90
20180167,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178426_P18_102633.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178426,5.33
20189746,https://ssl.pstatic.net/imgmovie/mdi/mit110/1784/178445_P01_100308.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=178445,9.00
20156554,https://ssl.pstatic.net/imgmovie/mdi/mit110/1329/132996_P35_100121.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=132996,4.82
20153446,https://ssl.pstatic.net/imgmovie/mdi/mit110/1406/140652_P38_143110.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140652,8.42
20188581,https://ssl.pstatic.net/imgmovie/mdi/mit110/1273/127335_P10_172314.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127335,5.82
20189362,https://ssl.pstatic.net/imgmovie/mdi/mit110/1746/174626_P11_140653.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=174626,9.02
20177537,https://ssl.pstatic.net/imgmovie/mdi/mit110/1720/172010_P10_141651.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=172010,4.25
20181942,https://ssl.pstatic.net/imgmovie/mdi/mit110/1641/164115_P50_104521.jpg,https://movie.naver.com/movie/bi/mi/basic.nhn?code=164115,8.96
